,q_correct,q_incorrect,quantile,source
0,0.6418761877742121,0.6391549299794292,10_q,simulated
1,0.8818100318174937,0.8830797460518516,30_q,simulated
2,1.1458059985062936,1.1526724428292394,50_q,simulated
3,1.5344780101234494,1.5582561581159187,70_q,simulated
4,2.372420564733672,2.4234707333547587,90_q,simulated
