,q_correct,q_incorrect,quantile,source
0,0.641784840276913,0.6376139472658173,10_q,simulated
1,0.8808384816685295,0.8803004149961294,30_q,simulated
2,1.1432252064161124,1.1499705789292365,50_q,simulated
3,1.529372035845357,1.550312961242493,70_q,simulated
4,2.359968712200567,2.410195644449766,90_q,simulated
