,q_correct,q_incorrect,quantile,source
0,0.6238366408503195,0.6219106612191672,10_q,simulated
1,0.8506051071234044,0.856487494015522,30_q,simulated
2,1.095657539504873,1.1114188211332745,50_q,simulated
3,1.4545584047502051,1.4850221106597812,70_q,simulated
4,2.2347890096550116,2.3096574091969835,90_q,simulated
