,q_correct,q_incorrect,quantile,source
0,0.6419874291277612,0.6413644040148474,10_q,simulated
1,0.8810717961760453,0.8824491436868178,30_q,simulated
2,1.1445233862984174,1.1539554111423684,50_q,simulated
3,1.5308449230516823,1.552432345650793,70_q,simulated
4,2.362209319910021,2.41241409261397,90_q,simulated
