quantile,q_correct,q_incorrect,quantile,source
10_q,0.6509775632172161,0.655589895390679,10_q,simulated
30_q,0.899876768856673,0.916101707867454,30_q,simulated
50_q,1.16990476595448,1.151534316503727,50_q,simulated
70_q,1.534086512525538,1.4970743518457432,70_q,simulated
90_q,2.394878962393898,2.4608759184050046,90_q,simulated
